#115000
#time	magnetization	energy	
0	0.844000	-1.605200
1	0.855400	-1.620600
2	0.829200	-1.594800
3	0.829400	-1.603200
4	0.825400	-1.595200
5	0.828400	-1.583800
6	0.833200	-1.585000
7	0.844800	-1.602000
8	0.855200	-1.610800
9	0.841200	-1.595600
10	0.842200	-1.605800
11	0.845000	-1.606600
12	0.834400	-1.601400
13	0.840400	-1.603600
14	0.839600	-1.602000
15	0.835000	-1.595000
16	0.844400	-1.612800
17	0.858200	-1.621000
18	0.860800	-1.621200
19	0.854600	-1.618600
20	0.860800	-1.616800
21	0.850200	-1.608800
22	0.855200	-1.611800
23	0.846800	-1.606800
24	0.854800	-1.612800
25	0.870200	-1.631200
26	0.849200	-1.611400
27	0.829000	-1.605000
28	0.821400	-1.598400
29	0.825600	-1.591400
30	0.831000	-1.601800
31	0.801400	-1.582600
32	0.793400	-1.582000
33	0.790000	-1.585400
34	0.793800	-1.583000
35	0.799400	-1.584400
36	0.797200	-1.594200
37	0.797600	-1.592200
38	0.793200	-1.578800
39	0.798800	-1.594000
40	0.806400	-1.588200
41	0.809600	-1.586800
42	0.838800	-1.605600
43	0.833400	-1.599200
44	0.832000	-1.609200
45	0.833600	-1.607400
46	0.850000	-1.606000
47	0.867000	-1.620200
48	0.841000	-1.605800
49	0.854600	-1.610400
50	0.858800	-1.623200
51	0.849800	-1.613400
52	0.860000	-1.620000
53	0.851000	-1.605800
54	0.867800	-1.616000
55	0.869800	-1.622200
56	0.868400	-1.619400
57	0.856600	-1.608200
58	0.856800	-1.614200
59	0.856200	-1.613800
60	0.857600	-1.619200
61	0.843600	-1.611600
62	0.844000	-1.604000
63	0.848600	-1.616400
64	0.841400	-1.599400
65	0.855000	-1.607800
66	0.850000	-1.605800
67	0.856800	-1.621800
68	0.828000	-1.589200
69	0.825200	-1.601400
70	0.832000	-1.603200
71	0.836600	-1.593400
72	0.845800	-1.613000
73	0.830200	-1.599200
74	0.821600	-1.589800
75	0.836600	-1.593000
76	0.836800	-1.585600
77	0.846200	-1.594800
78	0.851800	-1.608200
79	0.847800	-1.608400
80	0.843600	-1.609800
81	0.832600	-1.601600
82	0.839600	-1.613000
83	0.833200	-1.603200
84	0.858200	-1.622800
85	0.860600	-1.629200
86	0.840200	-1.612600
87	0.835600	-1.601800
88	0.845400	-1.609400
89	0.823600	-1.591200
90	0.817600	-1.592800
91	0.818000	-1.597800
92	0.812000	-1.591800
93	0.835800	-1.606000
94	0.845600	-1.615800
95	0.836000	-1.602200
96	0.840800	-1.600800
97	0.852800	-1.605400
98	0.844400	-1.607200
99	0.842400	-1.606400
100	0.833600	-1.589400
101	0.850800	-1.614400
102	0.850800	-1.601200
103	0.844000	-1.603000
104	0.836600	-1.605000
105	0.838400	-1.598600
106	0.866600	-1.628800
107	0.847800	-1.608000
108	0.857600	-1.619000
109	0.867600	-1.626400
110	0.855200	-1.608000
111	0.867000	-1.617800
112	0.849600	-1.598000
113	0.846800	-1.597000
114	0.855400	-1.625600
115	0.841600	-1.604000
116	0.829400	-1.596000
117	0.834600	-1.597600
118	0.854600	-1.613600
119	0.845000	-1.597600
120	0.825000	-1.590800
121	0.822400	-1.587400
122	0.834000	-1.596600
