#34685
#time	magnetization	energy	
0	0.862500	-1.748750
1	0.942500	-1.816250
2	0.927500	-1.791250
3	0.901250	-1.757500
4	0.895000	-1.763750
5	0.900000	-1.767500
6	0.895000	-1.766250
7	0.913750	-1.791250
8	0.941250	-1.817500
9	0.945000	-1.817500
10	0.922500	-1.816250
11	0.900000	-1.781250
12	0.946250	-1.812500
13	0.905000	-1.766250
14	0.870000	-1.775000
15	0.906250	-1.771250
16	0.898750	-1.767500
17	0.898750	-1.753750
18	0.910000	-1.771250
19	0.906250	-1.763750
20	0.912500	-1.775000
21	0.916250	-1.785000
22	0.955000	-1.828750
23	0.923750	-1.800000
24	0.912500	-1.782500
25	0.921250	-1.788750
26	0.905000	-1.772500
27	0.897500	-1.777500
28	0.950000	-1.828750
29	0.890000	-1.733750
30	0.917500	-1.795000
31	0.907500	-1.776250
32	0.907500	-1.785000
33	0.923750	-1.782500
34	0.877500	-1.762500
35	0.922500	-1.785000
36	0.935000	-1.803750
37	0.920000	-1.787500
38	0.926250	-1.791250
39	0.926250	-1.787500
40	0.917500	-1.778750
41	0.903750	-1.761250
42	0.943750	-1.813750
43	0.942500	-1.813750
44	0.902500	-1.753750
45	0.896250	-1.765000
46	0.921250	-1.778750
47	0.912500	-1.785000
48	0.897500	-1.768750
49	0.920000	-1.796250
50	0.886250	-1.746250
51	0.883750	-1.741250
52	0.945000	-1.812500
53	0.931250	-1.798750
54	0.918750	-1.771250
55	0.840000	-1.735000
56	0.922500	-1.791250
57	0.950000	-1.826250
58	0.923750	-1.802500
59	0.948750	-1.835000
60	0.927500	-1.786250
61	0.925000	-1.780000
62	0.926250	-1.785000
63	0.898750	-1.755000
64	0.875000	-1.746250
65	0.916250	-1.781250
66	0.910000	-1.772500
67	0.940000	-1.808750
68	0.940000	-1.808750
69	0.913750	-1.796250
70	0.922500	-1.788750
71	0.910000	-1.780000
72	0.905000	-1.772500
73	0.916250	-1.776250
74	0.925000	-1.797500
75	0.902500	-1.760000
76	0.900000	-1.755000
77	0.936250	-1.811250
78	0.908750	-1.767500
79	0.915000	-1.781250
80	0.920000	-1.777500
81	0.932500	-1.803750
82	0.922500	-1.796250
83	0.902500	-1.767500
84	0.931250	-1.806250
85	0.908750	-1.771250
86	0.926250	-1.786250
87	0.882500	-1.745000
88	0.898750	-1.761250
89	0.930000	-1.792500
90	0.923750	-1.782500
91	0.937500	-1.812500
92	0.931250	-1.811250
93	0.938750	-1.797500
94	0.885000	-1.755000
95	0.935000	-1.810000
96	0.903750	-1.768750
97	0.903750	-1.778750
98	0.942500	-1.817500
99	0.896250	-1.762500
100	0.943750	-1.815000
101	0.927500	-1.791250
102	0.912500	-1.762500
103	0.913750	-1.783750
104	0.920000	-1.778750
105	0.896250	-1.767500
106	0.908750	-1.773750
107	0.925000	-1.797500
108	0.942500	-1.811250
109	0.891250	-1.767500
110	0.941250	-1.807500
111	0.901250	-1.772500
112	0.935000	-1.812500
113	0.921250	-1.788750
114	0.915000	-1.795000
115	0.927500	-1.791250
116	0.916250	-1.788750
117	0.938750	-1.807500
118	0.965000	-1.852500
119	0.900000	-1.758750
120	0.932500	-1.798750
121	0.931250	-1.813750
122	0.910000	-1.773750
123	0.943750	-1.813750
124	0.920000	-1.795000
125	0.923750	-1.792500
126	0.948750	-1.818750
127	0.938750	-1.797500
128	0.897500	-1.770000
129	0.898750	-1.775000
130	0.913750	-1.778750
131	0.928750	-1.793750
132	0.915000	-1.783750
133	0.903750	-1.783750
134	0.936250	-1.807500
135	0.926250	-1.803750
136	0.940000	-1.806250
137	0.926250	-1.786250
138	0.936250	-1.803750
139	0.926250	-1.785000
140	0.901250	-1.772500
141	0.940000	-1.812500
142	0.915000	-1.781250
143	0.866250	-1.763750
144	0.905000	-1.777500
145	0.901250	-1.790000
146	0.950000	-1.833750
147	0.910000	-1.775000
148	0.883750	-1.765000
149	0.907500	-1.777500
150	0.911250	-1.762500
151	0.908750	-1.782500
152	0.902500	-1.770000
153	0.875000	-1.735000
154	0.907500	-1.785000
155	0.903750	-1.790000
156	0.887500	-1.770000
157	0.906250	-1.798750
158	0.936250	-1.806250
159	0.888750	-1.766250
160	0.882500	-1.760000
161	0.870000	-1.766250
162	0.882500	-1.747500
163	0.922500	-1.787500
164	0.921250	-1.780000
165	0.920000	-1.792500
166	0.932500	-1.796250
167	0.943750	-1.810000
168	0.873750	-1.790000
169	0.926250	-1.791250
170	0.916250	-1.767500
171	0.912500	-1.767500
172	0.903750	-1.786250
173	0.916250	-1.777500
174	0.903750	-1.760000
175	0.902500	-1.765000
176	0.893750	-1.758750
177	0.913750	-1.777500
178	0.898750	-1.771250
179	0.878750	-1.762500
180	0.901250	-1.772500
181	0.908750	-1.767500
182	0.947500	-1.811250
183	0.913750	-1.765000
184	0.918750	-1.788750
185	0.931250	-1.802500
186	0.875000	-1.748750
187	0.886250	-1.758750
188	0.891250	-1.771250
189	0.928750	-1.790000
190	0.907500	-1.775000
191	0.925000	-1.791250
192	0.912500	-1.785000
193	0.910000	-1.790000
194	0.877500	-1.762500
195	0.871250	-1.736250
196	0.922500	-1.781250
197	0.935000	-1.801250
198	0.942500	-1.821250
199	0.915000	-1.778750
200	0.917500	-1.795000
201	0.957500	-1.837500
202	0.941250	-1.803750
203	0.897500	-1.785000
204	0.920000	-1.783750
205	0.925000	-1.787500
206	0.938750	-1.802500
207	0.853750	-1.725000
208	0.876250	-1.738750
209	0.891250	-1.741250
210	0.891250	-1.742500
211	0.912500	-1.776250
212	0.951250	-1.828750
213	0.957500	-1.826250
214	0.898750	-1.761250
215	0.881250	-1.762500
216	0.908750	-1.782500
217	0.950000	-1.813750
218	0.922500	-1.797500
219	0.917500	-1.790000
220	0.905000	-1.771250
221	0.910000	-1.781250
222	0.880000	-1.753750
223	0.916250	-1.780000
224	0.930000	-1.806250
225	0.891250	-1.775000
226	0.951250	-1.830000
227	0.937500	-1.810000
228	0.901250	-1.775000
229	0.911250	-1.780000
230	0.915000	-1.773750
231	0.910000	-1.771250
232	0.955000	-1.830000
233	0.906250	-1.777500
234	0.877500	-1.772500
235	0.917500	-1.782500
236	0.901250	-1.765000
237	0.918750	-1.787500
238	0.938750	-1.808750
239	0.905000	-1.788750
240	0.925000	-1.785000
241	0.915000	-1.785000
242	0.957500	-1.841250
243	0.910000	-1.776250
244	0.937500	-1.821250
245	0.915000	-1.782500
246	0.907500	-1.767500
247	0.903750	-1.775000
248	0.925000	-1.783750
249	0.921250	-1.776250
250	0.902500	-1.768750
251	0.893750	-1.783750
252	0.931250	-1.796250
253	0.883750	-1.783750
254	0.916250	-1.797500
255	0.907500	-1.763750
256	0.925000	-1.803750
257	0.902500	-1.777500
258	0.855000	-1.717500
259	0.865000	-1.763750
260	0.923750	-1.805000
261	0.943750	-1.816250
262	0.931250	-1.790000
263	0.860000	-1.746250
264	0.913750	-1.775000
265	0.906250	-1.782500
266	0.922500	-1.786250
267	0.920000	-1.796250
268	0.913750	-1.771250
269	0.927500	-1.801250
270	0.921250	-1.782500
271	0.912500	-1.783750
272	0.878750	-1.763750
273	0.857500	-1.770000
274	0.855000	-1.745000
275	0.897500	-1.772500
276	0.920000	-1.805000
277	0.941250	-1.810000
278	0.896250	-1.786250
279	0.917500	-1.788750
280	0.948750	-1.820000
281	0.922500	-1.795000
282	0.938750	-1.803750
283	0.917500	-1.793750
284	0.888750	-1.755000
285	0.885000	-1.762500
286	0.916250	-1.790000
287	0.847500	-1.747500
288	0.810000	-1.736250
289	0.910000	-1.776250
290	0.907500	-1.782500
291	0.937500	-1.800000
292	0.948750	-1.820000
293	0.888750	-1.771250
294	0.941250	-1.810000
