#35028
#time	magnetization	energy	
0	0.420000	-1.141250
1	0.438750	-1.135000
2	0.308750	-1.137500
3	0.298750	-1.128750
4	0.278750	-1.150000
5	0.278750	-1.122500
6	0.368750	-1.168750
7	0.500000	-1.160000
8	0.421250	-1.155000
9	0.300000	-1.087500
10	0.327500	-1.171250
11	0.281250	-1.122500
12	0.203750	-1.177500
13	0.291250	-1.155000
14	0.412500	-1.175000
15	0.388750	-1.162500
16	0.288750	-1.156250
17	0.221250	-1.127500
18	0.156250	-1.116250
19	0.140000	-1.132500
20	0.130000	-1.183750
21	0.065000	-1.121250
22	-0.027500	-1.167500
23	-0.156250	-1.092500
24	-0.026250	-1.088750
25	-0.072500	-1.085000
26	-0.095000	-1.081250
27	-0.191250	-1.153750
28	-0.075000	-1.131250
29	-0.068750	-1.113750
30	-0.170000	-1.145000
31	-0.190000	-1.073750
32	-0.333750	-1.153750
33	-0.223750	-1.115000
34	-0.167500	-1.133750
35	-0.127500	-1.155000
36	0.006250	-1.112500
37	-0.035000	-1.131250
38	-0.107500	-1.125000
39	-0.098750	-1.140000
40	-0.060000	-1.150000
41	-0.148750	-1.175000
42	-0.066250	-1.041250
43	-0.085000	-1.100000
44	-0.045000	-1.076250
45	-0.038750	-1.080000
46	0.022500	-1.122500
47	-0.028750	-1.087500
48	-0.057500	-1.132500
49	-0.035000	-1.115000
50	0.112500	-1.111250
51	0.257500	-1.153750
52	0.173750	-1.115000
53	0.206250	-1.167500
54	0.288750	-1.105000
55	0.396250	-1.158750
56	0.242500	-1.128750
57	0.146250	-1.142500
58	0.103750	-1.132500
59	0.073750	-1.118750
60	0.127500	-1.117500
61	0.188750	-1.116250
62	0.290000	-1.116250
63	0.268750	-1.142500
64	0.321250	-1.133750
65	0.200000	-1.101250
66	0.277500	-1.111250
67	0.195000	-1.075000
68	0.226250	-1.107500
69	0.123750	-1.118750
70	0.007500	-1.108750
71	0.060000	-1.105000
72	0.043750	-1.171250
73	-0.030000	-1.122500
74	-0.038750	-1.131250
75	-0.343750	-1.152500
76	-0.493750	-1.195000
77	-0.317500	-1.131250
78	-0.370000	-1.162500
79	-0.475000	-1.168750
80	-0.426250	-1.123750
81	-0.542500	-1.161250
82	-0.513750	-1.186250
