#35028
#time	magnetization	energy	
0	0.116250	-1.132500
1	0.042500	-1.091250
2	0.168750	-1.096250
3	0.226250	-1.098750
4	0.106250	-1.071250
5	0.157500	-1.086250
6	0.228750	-1.110000
7	0.016250	-1.088750
8	0.066250	-1.052500
9	-0.035000	-1.100000
10	-0.037500	-1.117500
11	0.188750	-1.073750
12	0.021250	-1.161250
13	0.115000	-1.097500
14	0.032500	-1.127500
15	0.116250	-1.100000
16	0.031250	-1.116250
17	0.128750	-1.065000
18	0.092500	-1.098750
19	0.062500	-1.107500
20	-0.022500	-1.092500
21	-0.057500	-1.145000
22	-0.222500	-1.170000
23	-0.088750	-1.115000
24	-0.081250	-1.085000
25	-0.056250	-1.068750
26	0.103750	-1.072500
27	-0.043750	-1.090000
28	-0.172500	-1.090000
29	0.037500	-1.066250
30	0.092500	-1.102500
31	-0.188750	-1.125000
32	-0.227500	-1.053750
33	-0.046250	-1.091250
34	0.028750	-1.066250
35	0.103750	-1.090000
36	-0.007500	-1.127500
37	0.171250	-1.132500
38	0.066250	-1.071250
39	-0.116250	-1.080000
40	-0.155000	-1.053750
41	-0.155000	-1.110000
42	-0.053750	-1.103750
43	0.120000	-1.100000
44	0.215000	-1.096250
45	0.218750	-1.073750
46	0.200000	-1.091250
47	0.160000	-1.096250
48	0.178750	-1.092500
49	0.066250	-1.106250
50	-0.116250	-1.136250
51	-0.070000	-1.115000
52	-0.210000	-1.132500
53	-0.196250	-1.083750
54	-0.256250	-1.140000
55	-0.082500	-1.000000
56	-0.155000	-1.117500
57	-0.237500	-1.100000
58	-0.298750	-1.073750
59	-0.378750	-1.131250
60	-0.430000	-1.135000
61	-0.382500	-1.095000
62	-0.145000	-1.113750
63	-0.202500	-1.091250
64	-0.211250	-1.133750
65	-0.220000	-1.073750
66	-0.267500	-1.056250
67	-0.236250	-1.071250
68	0.053750	-1.061250
69	0.090000	-1.096250
70	0.161250	-1.081250
71	0.151250	-1.028750
72	0.225000	-1.097500
73	0.195000	-1.101250
74	0.252500	-1.076250
75	0.092500	-1.110000
76	0.157500	-1.116250
77	0.145000	-1.031250
78	0.086250	-1.096250
79	0.186250	-1.063750
80	-0.101250	-1.143750
81	-0.131250	-1.135000
82	-0.191250	-1.105000
83	-0.110000	-1.077500
84	-0.111250	-1.063750
85	-0.166250	-1.116250
86	-0.302500	-1.111250
87	-0.295000	-1.100000
88	-0.187500	-1.090000
89	-0.151250	-1.097500
90	-0.130000	-1.085000
91	-0.197500	-1.032500
92	-0.116250	-1.088750
93	-0.237500	-1.088750
94	-0.173750	-1.093750
95	-0.113750	-1.093750
96	-0.195000	-1.136250
97	-0.082500	-1.077500
98	-0.027500	-1.105000
99	-0.025000	-1.050000
100	-0.051250	-1.082500
101	-0.037500	-1.107500
102	-0.112500	-1.095000
103	0.025000	-1.056250
104	-0.035000	-1.093750
105	-0.037500	-1.101250
106	0.008750	-1.073750
107	0.053750	-1.086250
108	0.057500	-1.112500
109	0.028750	-1.075000
110	-0.037500	-1.060000
111	0.138750	-1.067500
112	0.147500	-1.152500
113	0.188750	-1.050000
114	0.215000	-1.100000
115	0.317500	-1.170000
116	0.307500	-1.140000
117	0.207500	-1.105000
118	0.065000	-1.032500
119	0.193750	-1.066250
120	0.162500	-1.103750
121	0.135000	-1.115000
122	0.181250	-1.123750
123	0.197500	-1.093750
124	0.091250	-1.060000
125	0.087500	-1.083750
126	-0.135000	-1.080000
127	0.002500	-1.058750
128	-0.120000	-1.066250
129	0.097500	-1.101250
130	0.150000	-1.076250
131	-0.008750	-1.091250
132	-0.038750	-1.105000
133	-0.241250	-1.138750
134	-0.182500	-1.103750
135	-0.180000	-1.101250
136	-0.170000	-1.136250
137	-0.045000	-1.066250
138	0.087500	-1.086250
139	0.095000	-1.057500
140	0.101250	-1.102500
141	-0.106250	-1.081250
142	-0.142500	-1.110000
143	-0.170000	-1.108750
144	-0.163750	-1.080000
145	-0.081250	-1.082500
146	-0.170000	-1.081250
147	-0.227500	-1.065000
148	-0.112500	-1.083750
149	-0.051250	-1.130000
150	-0.010000	-1.151250
151	0.102500	-1.093750
152	0.191250	-1.075000
153	0.117500	-1.111250
154	0.076250	-1.063750
155	0.072500	-1.111250
156	-0.117500	-1.083750
157	-0.190000	-1.075000
158	0.090000	-1.087500
159	0.157500	-1.137500
160	0.213750	-1.102500
161	0.135000	-1.096250
162	0.080000	-1.071250
163	0.058750	-1.135000
164	-0.140000	-1.060000
165	-0.030000	-1.112500
166	-0.091250	-1.100000
167	-0.037500	-1.058750
168	-0.198750	-1.120000
169	-0.143750	-1.066250
170	-0.216250	-1.093750
171	-0.253750	-1.147500
172	-0.228750	-1.078750
173	-0.115000	-1.090000
174	-0.107500	-1.141250
175	-0.108750	-1.082500
176	-0.088750	-1.063750
177	-0.142500	-1.122500
178	-0.041250	-1.097500
179	-0.061250	-1.088750
180	-0.112500	-1.062500
181	-0.117500	-1.130000
182	-0.158750	-1.038750
183	-0.141250	-1.076250
184	-0.361250	-1.118750
185	-0.198750	-1.107500
186	-0.352500	-1.111250
187	-0.221250	-1.091250
188	-0.070000	-1.077500
189	-0.191250	-1.082500
190	-0.178750	-1.092500
191	-0.208750	-1.090000
192	-0.137500	-1.072500
193	-0.118750	-1.067500
194	-0.173750	-1.081250
195	0.053750	-1.111250
196	0.023750	-1.133750
197	0.030000	-1.070000
198	0.251250	-1.107500
199	0.098750	-1.127500
200	0.091250	-1.086250
201	-0.040000	-1.088750
202	0.070000	-1.140000
203	0.075000	-1.117500
204	0.002500	-1.076250
205	0.048750	-1.047500
206	0.061250	-1.112500
207	0.040000	-1.091250
208	0.140000	-1.086250
209	0.046250	-1.060000
210	-0.096250	-1.052500
211	0.008750	-1.070000
212	0.022500	-1.071250
213	-0.161250	-1.126250
214	-0.191250	-1.101250
215	-0.051250	-1.101250
216	-0.081250	-1.071250
217	-0.338750	-1.085000
218	-0.280000	-1.093750
219	-0.285000	-1.113750
220	-0.171250	-1.126250
221	-0.033750	-1.120000
222	-0.121250	-1.142500
223	-0.047500	-1.111250
224	-0.003750	-1.031250
225	0.116250	-1.112500
226	0.020000	-1.106250
227	0.181250	-1.073750
228	0.187500	-1.063750
229	0.158750	-1.086250
230	0.117500	-1.057500
231	0.216250	-1.166250
232	0.137500	-1.086250
233	0.055000	-1.117500
234	0.092500	-1.097500
235	-0.112500	-1.102500
236	-0.180000	-1.078750
237	-0.027500	-1.125000
238	0.062500	-1.131250
239	0.096250	-1.075000
240	0.057500	-1.057500
241	-0.071250	-1.078750
242	-0.117500	-1.140000
243	-0.106250	-1.150000
244	-0.026250	-1.093750
245	-0.127500	-1.070000
246	0.032500	-1.046250
247	0.146250	-1.058750
248	0.156250	-1.058750
249	0.135000	-1.047500
250	0.165000	-1.113750
251	0.116250	-1.131250
252	-0.042500	-1.071250
253	0.128750	-1.053750
254	0.050000	-1.077500
255	-0.096250	-1.053750
256	-0.011250	-1.050000
257	0.037500	-1.056250
258	-0.122500	-1.072500
259	-0.141250	-1.101250
260	0.026250	-1.106250
261	0.105000	-1.112500
262	0.010000	-1.063750
263	-0.138750	-1.102500
264	-0.237500	-1.073750
265	-0.128750	-1.045000
266	-0.328750	-1.117500
267	-0.245000	-1.103750
268	-0.246250	-1.067500
269	-0.251250	-1.125000
270	-0.442500	-1.142500
271	-0.303750	-1.082500
272	-0.321250	-1.157500
273	-0.401250	-1.138750
274	-0.407500	-1.138750
275	-0.135000	-1.081250
276	-0.038750	-1.066250
277	-0.166250	-1.101250
278	-0.103750	-1.092500
279	0.070000	-1.085000
280	0.011250	-1.091250
281	-0.170000	-1.105000
282	0.027500	-1.096250
283	-0.086250	-1.085000
284	-0.123750	-1.072500
285	-0.083750	-1.068750
286	-0.183750	-1.083750
287	-0.036250	-1.097500
288	0.062500	-1.087500
289	-0.027500	-1.092500
290	0.096250	-1.137500
291	0.076250	-1.146250
292	0.001250	-1.076250
293	-0.018750	-1.048750
294	-0.022500	-1.126250
295	0.065000	-1.060000
296	0.135000	-1.088750
297	0.165000	-1.098750
298	0.228750	-1.095000
299	0.210000	-1.108750
300	0.228750	-1.090000
301	0.260000	-1.093750
302	0.250000	-1.073750
303	0.255000	-1.091250
304	0.070000	-1.072500
305	-0.076250	-1.057500
306	-0.093750	-1.092500
307	-0.091250	-1.081250
308	0.010000	-1.080000
309	-0.091250	-1.111250
310	-0.040000	-1.092500
311	-0.176250	-1.120000
312	-0.016250	-1.097500
313	-0.041250	-1.071250
314	-0.225000	-1.090000
315	-0.138750	-1.087500
316	-0.006250	-1.103750
317	-0.108750	-1.087500
318	0.042500	-1.122500
319	0.230000	-1.106250
320	0.205000	-1.098750
321	0.097500	-1.083750
322	0.022500	-1.092500
323	-0.145000	-1.088750
324	-0.171250	-1.120000
325	-0.077500	-1.060000
326	-0.058750	-1.101250
327	-0.095000	-1.090000
328	-0.051250	-1.102500
329	-0.086250	-1.081250
330	-0.012500	-1.103750
331	0.008750	-1.130000
332	-0.020000	-1.120000
333	-0.010000	-1.126250
334	0.091250	-1.041250
335	0.026250	-1.077500
336	0.028750	-1.061250
337	0.138750	-1.080000
338	-0.040000	-1.080000
339	0.103750	-1.152500
340	0.158750	-1.108750
341	0.191250	-1.126250
342	0.291250	-1.130000
343	0.326250	-1.111250
344	0.017500	-1.060000
345	0.126250	-1.151250
346	0.152500	-1.118750
347	0.156250	-1.115000
348	0.107500	-1.093750
349	0.102500	-1.081250
350	0.052500	-1.071250
351	-0.078750	-1.127500
352	-0.100000	-1.115000
353	-0.035000	-1.100000
354	0.008750	-1.091250
355	-0.028750	-1.096250
356	0.061250	-1.078750
357	0.013750	-1.096250
358	0.171250	-1.083750
359	0.355000	-1.131250
360	0.310000	-1.100000
361	0.247500	-1.060000
362	0.232500	-1.121250
363	0.150000	-1.081250
364	-0.016250	-1.093750
365	0.121250	-1.113750
366	0.117500	-1.063750
367	0.080000	-1.073750
368	0.077500	-1.058750
369	0.121250	-1.072500
370	0.076250	-1.130000
371	0.116250	-1.105000
372	0.178750	-1.103750
373	0.146250	-1.092500
374	0.185000	-1.047500
375	0.255000	-1.081250
376	0.050000	-1.071250
377	0.125000	-1.101250
378	0.077500	-1.108750
379	0.077500	-1.108750
380	0.018750	-1.037500
381	0.008750	-1.051250
382	-0.113750	-1.092500
383	-0.216250	-1.068750
384	-0.302500	-1.086250
385	-0.351250	-1.138750
386	-0.203750	-1.143750
387	-0.103750	-1.106250
388	-0.061250	-1.135000
389	0.108750	-1.102500
390	0.172500	-1.121250
