#34800
#time	magnetization	energy	
0	0.807500	-1.566250
1	0.850000	-1.570000
2	0.838750	-1.570000
3	0.846250	-1.572500
4	0.806250	-1.563750
5	0.807500	-1.523750
6	0.850000	-1.573750
7	0.865000	-1.582500
8	0.875000	-1.570000
9	0.813750	-1.523750
10	0.862500	-1.581250
11	0.811250	-1.520000
12	0.895000	-1.593750
13	0.865000	-1.570000
14	0.865000	-1.575000
15	0.866250	-1.562500
16	0.866250	-1.581250
17	0.858750	-1.555000
18	0.886250	-1.603750
19	0.848750	-1.557500
20	0.850000	-1.558750
21	0.860000	-1.556250
22	0.872500	-1.596250
23	0.875000	-1.573750
24	0.896250	-1.588750
25	0.896250	-1.616250
26	0.841250	-1.561250
27	0.856250	-1.567500
28	0.916250	-1.625000
29	0.886250	-1.590000
30	0.813750	-1.538750
31	0.848750	-1.573750
32	0.901250	-1.607500
33	0.867500	-1.563750
34	0.886250	-1.590000
35	0.903750	-1.610000
36	0.855000	-1.568750
37	0.855000	-1.567500
38	0.798750	-1.525000
39	0.785000	-1.543750
40	0.815000	-1.543750
41	0.875000	-1.562500
42	0.882500	-1.578750
43	0.883750	-1.580000
44	0.841250	-1.583750
45	0.858750	-1.606250
46	0.825000	-1.557500
47	0.871250	-1.590000
48	0.875000	-1.598750
49	0.860000	-1.552500
50	0.871250	-1.563750
51	0.891250	-1.586250
52	0.870000	-1.590000
53	0.892500	-1.586250
54	0.905000	-1.606250
55	0.895000	-1.590000
56	0.848750	-1.548750
57	0.902500	-1.606250
58	0.818750	-1.536250
59	0.883750	-1.573750
60	0.802500	-1.522500
61	0.863750	-1.580000
62	0.892500	-1.603750
63	0.840000	-1.545000
64	0.853750	-1.570000
65	0.870000	-1.590000
66	0.843750	-1.555000
67	0.856250	-1.565000
68	0.867500	-1.601250
69	0.878750	-1.580000
70	0.905000	-1.618750
71	0.906250	-1.620000
72	0.907500	-1.610000
73	0.820000	-1.515000
74	0.901250	-1.613750
75	0.900000	-1.597500
76	0.916250	-1.625000
77	0.878750	-1.598750
78	0.891250	-1.595000
79	0.883750	-1.597500
