1.134590	0.000000	0.000110
1.361510	0.000001	0.000090
1.474970	0.000002	0.000083
1.588430	0.000004	0.000076
1.645160	0.000005	0.000072
1.701890	0.000007	0.000069
1.758620	0.000009	0.000066
1.815350	0.000012	0.000063
1.872080	0.000016	0.000059
1.928810	0.000024	0.000056
1.985540	0.000034	0.000053
2.042270	0.000053	0.000049
2.053610	0.000061	0.000048
2.064960	0.000071	0.000048
2.076300	0.000073	0.000047
2.087650	0.000082	0.000046
2.099000	0.000094	0.000045
2.110340	0.000100	0.000044
2.121690	0.000111	0.000043
2.133030	0.000131	0.000042
2.144380	0.000173	0.000041
2.155730	0.000196	0.000040
2.167070	0.000249	0.000039
2.178420	0.000297	0.000038
2.189760	0.000415	0.000038
2.201110	0.000390	0.000036
2.212460	0.000528	0.000035
2.223800	0.001075	0.000040
2.235150	0.001082	0.000036
2.246490	0.001213	0.000035
2.257840	0.002360	0.000065
2.269180	0.006185	0.000156
2.280530	0.018001	0.000185
2.291880	0.012869	0.000176
2.303220	0.012644	0.000147
2.314570	0.007399	0.000095
2.325910	0.008474	0.000114
2.337260	0.007479	0.000105
2.348610	0.007387	0.000089
2.359950	0.003134	0.000056
2.371300	0.003446	0.000055
2.393990	0.002537	0.000034
2.405340	0.002950	0.000050
2.416680	0.001819	0.000031
2.428030	0.001875	0.000040
2.439370	0.001656	0.000031
2.450720	0.001382	0.000024
2.462070	0.001225	0.000023
2.473410	0.001027	0.000018
2.484760	0.000959	0.000016
2.496100	0.000952	0.000016
2.507450	0.000815	0.000016
2.518800	0.000914	0.000017
2.530140	0.000677	0.000012
2.541490	0.000636	0.000011
2.552830	0.000619	0.000011
2.564180	0.000595	0.000011
2.575520	0.000526	0.000010
2.586870	0.000566	0.000010
2.598220	0.000513	0.000009
2.609560	0.000463	0.000009
2.620910	0.000455	0.000008
2.632250	0.000384	0.000007
2.643600	0.000443	0.000008
2.654950	0.000445	0.000009
2.666290	0.000404	0.000007
2.677640	0.000350	0.000007
2.688980	0.000357	0.000007
2.700330	0.000315	0.000006
2.711680	0.000319	0.000006
2.723020	0.000276	0.000005
2.734370	0.000303	0.000006
2.745710	0.000270	0.000005
2.757060	0.000257	0.000004
2.768410	0.000270	0.000005
2.779750	0.000236	0.000004
2.791100	0.000247	0.000005
2.802440	0.000240	0.000005
2.813790	0.000218	0.000004
2.825140	0.000209	0.000004
2.836480	0.000217	0.000004
2.847830	0.000205	0.000004
2.859170	0.000207	0.000004
2.870520	0.000184	0.000003
2.881860	0.000190	0.000003
2.893210	0.000179	0.000003
2.904560	0.000174	0.000003
2.915900	0.000175	0.000004
2.927250	0.000166	0.000003
2.938590	0.000161	0.000003
2.949940	0.000154	0.000003
2.961290	0.000153	0.000003
2.972630	0.000149	0.000003
2.983980	0.000148	0.000003
2.995320	0.000136	0.000003
3.006670	0.000138	0.000002
3.018020	0.000138	0.000003
3.029360	0.000125	0.000002
3.040710	0.000126	0.000002
3.052050	0.000120	0.000002
3.063400	0.000121	0.000002
3.176860	0.000102	0.000002
3.403780	0.000072	0.000001
3.630700	0.000056	0.000001
3.857610	0.000045	0.000001
3.971070	0.000039	0.000001
4.084530	0.000036	0.000001
