1.134590	0.998026	0.000125
1.361510	0.992830	0.000126
1.474970	0.987871	0.000126
1.588430	0.980567	0.000128
1.645160	0.975689	0.000129
1.701890	0.969900	0.000130
1.758620	0.962815	0.000133
1.815350	0.954330	0.000136
1.872080	0.944239	0.000142
1.928810	0.931771	0.000150
1.985540	0.915731	0.000165
2.042270	0.895830	0.000188
2.053610	0.891271	0.000189
2.064960	0.886456	0.000200
2.076300	0.880897	0.000207
2.087650	0.875900	0.000212
2.099000	0.869760	0.000223
2.110340	0.862820	0.000234
2.121690	0.855251	0.000247
2.133030	0.848863	0.000255
2.144380	0.839569	0.000283
2.155730	0.830949	0.000313
2.167070	0.820893	0.000344
2.178420	0.811528	0.000363
2.189760	0.795819	0.000414
2.201110	0.783497	0.000452
2.212460	0.771945	0.000476
2.223800	0.745194	0.000702
2.235150	0.724299	0.000793
2.246490	0.690435	0.000816
2.257840	0.651454	0.001153
2.269180	0.608709	0.001316
2.280530	0.494110	0.001845
2.291880	0.465511	0.002024
2.303220	0.327858	0.002176
2.314570	0.299332	0.001970
2.325910	0.240879	0.001838
2.337260	0.223746	0.001481
2.348610	0.204337	0.001448
2.359950	0.169213	0.001329
2.371300	0.147783	0.001215
2.393990	0.123441	0.000985
2.405340	0.124842	0.001041
2.416680	0.118741	0.000991
2.428030	0.103959	0.000872
2.439370	0.100466	0.000789
2.450720	0.088012	0.000766
2.462070	0.092993	0.000763
2.473410	0.084322	0.000708
2.484760	0.079723	0.000688
2.496100	0.084286	0.000665
2.507450	0.073437	0.000629
2.518800	0.074937	0.000630
2.530140	0.075776	0.000639
2.541490	0.069390	0.000592
2.552830	0.064650	0.000550
2.564180	0.064934	0.000539
2.575520	0.062977	0.000533
2.586870	0.062040	0.000530
2.598220	0.058686	0.000506
2.609560	0.058079	0.000494
2.620910	0.056680	0.000471
2.632250	0.057200	0.000468
2.643600	0.055598	0.000461
2.654950	0.054179	0.000454
2.666290	0.052453	0.000442
2.677640	0.050971	0.000423
2.688980	0.050309	0.000428
2.700330	0.048407	0.000413
2.711680	0.047818	0.000401
2.723020	0.046212	0.000388
2.734370	0.046135	0.000392
2.745710	0.044994	0.000381
2.757060	0.046758	0.000395
2.768410	0.044171	0.000370
2.779750	0.044242	0.000368
2.791100	0.043980	0.000363
2.802440	0.042075	0.000353
2.813790	0.041998	0.000346
2.825140	0.040989	0.000347
2.836480	0.040767	0.000339
2.847830	0.040314	0.000342
2.859170	0.040596	0.000341
2.870520	0.037671	0.000314
2.881860	0.038365	0.000323
2.893210	0.037422	0.000317
2.904560	0.038059	0.000324
2.915900	0.036542	0.000301
2.927250	0.036773	0.000308
2.938590	0.036025	0.000302
2.949940	0.035992	0.000309
2.961290	0.035762	0.000302
2.972630	0.034737	0.000292
2.983980	0.033798	0.000288
2.995320	0.033829	0.000288
3.006670	0.033653	0.000284
3.018020	0.033622	0.000283
3.029360	0.033437	0.000281
3.040710	0.032556	0.000278
3.052050	0.032541	0.000277
3.063400	0.032039	0.000270
3.176860	0.029434	0.000252
3.403780	0.025641	0.000217
3.630700	0.023405	0.000195
3.857610	0.021452	0.000183
3.971070	0.020763	0.000177
4.084530	0.020271	0.000169
